name,company,location,type,job category
BBQ Restaurant Manager,Beverlyhills,"Shorouk City, Cairo, Egypt","Full Time, On-site",BBQ Restaurant Manager | Manager |  Hospitality/Hotels/Food Services |  Operations/Management |  food and beverage |  Restaurant Management
Sales Engineer,Elwaha for pumps and water service,"6th of October, Giza, Egypt","Full Time, On-site",Sales Engineer | Entry Level |  Sales/Retail |  Engineering - Mechanical/Electrical |  Communication |  Development |  Engineering |  Presentation |  sales skills |  Sales Target |  Sales |  technical
Native English customer service,Talent Circuit,"Sheikh Zayed, Giza, Egypt","Full Time, On-site",Native English customer service | Experienced |  Customer Service/Support |  Native |  English |  Customer Service |  Customer Care |  Service
QA Engineer,LG Electronics,"10th of Ramadan City, Cairo, Egypt","Full Time, On-site",QA Engineer | Experienced |  Quality |  Engineering - Mechanical/Electrical |  Mechanical Engineering |  QA |  quality |  Quality Assurance |  Quality Control |  QC |  Planning |  English
Procurement Section Head,Confidential,"New Cairo, Cairo, Egypt","Full Time, On-site",Procurement Section Head | Manager |  Engineering - Construction/Civil/Architecture |  Purchasing/Procurement |  Engineering |  engineer |  Construction |  team leader |  Civil Engineering |  Architectural Engineering |  Procurement
Talent Acquisition Team Leader,Confidential,"Madinaty, Cairo, Egypt","Full Time, On-site",Talent Acquisition Team Leader | Experienced |  Human Resources |  ATS |  Human Resources (HR) |  Recruitment |  Interviewing |  Talent acquisition |  Applicant Tracking Systems
Human Resource Recruiter,Bow and Ark,"New Cairo, Cairo, Egypt","Full Time, On-site",Human Resource Recruiter | Experienced |  Human Resources |  Human Resources (HR) |  Hiring |  Human Resources |  Labor |  Personnel |  Sourcing |  Recruitment
Accounts Receivable Specialist,Orchidia Pharmaceutical Industries,"Obour City, Cairo, Egypt","Full Time, On-site",Accounts Receivable Specialist | Entry Level |  Accounting/Finance |  Accounting |  Finance |  accountant |  Accounts Receivable
Technical Support Mechanical Engineer,GB Corp,"Giza, Egypt","Full Time, On-site",Technical Support Mechanical Engineer | Experienced |  Engineering - Mechanical/Electrical |  Mechanical |  Technical Support
HR Manager,Confidential,"Riyadh, Saudi Arabia","Full Time, On-site",HR Manager | Manager |  Administration |  Human Resources |  Operations/Management |  HR |  Hr manager |  Human Resources |  Human Resources (HR) |  human resources management |  Labor |  Management
Office Manager,Smart Copper,"Sheikh Zayed, Giza, Egypt","Full Time, On-site",Office Manager | Experienced |  Administration |  Operations/Management |  Administration |  Microsoft Office |  Office management |  Secretary |  Office manager |  office |  Manager |  Communication skills
Preschool English Teacher - Shorouk City,Innovvette for Education,"Shorouk City, Cairo, Egypt","Full Time, On-site",Preschool English Teacher - Shorouk City | Entry Level |  Education/Teaching |  Early Childhood |  English |  children |  Teaching |  Communication |  Time Management |  Education |  Nursery |  preschool
CAM Engineer,Mekano,"Nasr City, Cairo, Egypt","Full Time, On-site",CAM Engineer | Experienced |  Manufacturing/Production |  Engineering - Mechanical/Electrical |  CAM |  CNC |  CNC Machining |  Design |  Engineering |  CAD |  3D |  Mechanical Engineering
Production Engineer,Kama Manufacturing,"10th of Ramadan City, Sharqia, Egypt","Full Time, On-site",Production Engineer | Experienced |  Manufacturing/Production |  Engineering - Mechanical/Electrical |  Engineering - Other |  Production Engineering |  lean sigma |  Communication Engineering |  planning skills
Treasury Accountant,Confidential,"Sheikh Zayed, Giza, Egypt","Full Time, On-site",Treasury Accountant | Entry Level |  Accounting/Finance |  Administration |  Banking |  Accounting |  excel |  Finance |  Financial Analysis |  Microsoft Office |  Treasury |  Banking
Customs Broker (Marine and Air),realme,"Nasr City, Cairo, Egypt","Full Time, On-site",Customs Broker (Marine and Air) | Experienced |  Logistics/Supply Chain |  clearance |  Customs Clearance |  Customs
Technical Recruiter -,Smart Technology Solutions,"New Damietta, Damietta, Egypt","Full Time, On-site",Technical Recruiter - | Entry Level |  Human Resources |  Recruitment |  Employee Engagement |  Human Resources (HR) |  Human Resources |  HR |  Administration |  Planning |  Interviewing |  Screening
Architect working drawings - technical engineer,Criteria Design Group,"Maadi, Cairo, Egypt","Full Time, On-site",Architect working drawings - technical engineer | Experienced |  Engineering - Construction/Civil/Architecture |  AutoCAD |  Design Architect |  Engineering |  Architect
Outdoor Sales Representative,OTAK Trading & Contracting,"New Cairo, Cairo, Egypt","Full Time, On-site",Outdoor Sales Representative | Experienced |  Engineering - Construction/Civil/Architecture |  Customer Service/Support |  Sales/Retail |  Outdoor Sales |  Representative |  Sales representative |  Sales |  Sales Target |  Customer Service |  B2B
Purchasing Specialist,MG,"10th of Ramadan City, Sharqia, Egypt","Full Time, On-site",Purchasing Specialist | Entry Level |  Logistics/Supply Chain |  Manufacturing/Production |  Purchasing/Procurement |  Logistics |  Procurement |  Purchasing |  Purchasing Specialist |  Supply Chain |  Customs |  Export
Junior Learning & Development Specialist,Zewail City,"6th of October, Giza, Egypt","Full Time, On-site",Junior Learning & Development Specialist | Experienced |  Education/Teaching |  Training/Instructor |  Development |  Education |  learning |  Analysis |  Training |  English
Training Facilitator,Zewail City,"6th of October, Giza, Egypt","Full Time, On-site",Training Facilitator | Entry Level |  Training/Instructor |  Education |  learning |  Training |  English
Sales Representative (Optician),AlDuliman Optics,"Nasr City, Cairo, Egypt","Full Time, Part Time, On-site",Sales Representative (Optician) | Experienced |  Sales/Retail |  Fashion |  Sales |  sales skills |  Communication skills |  Customer Service |  optics |  Fashion Sales |  Fashion Retail |  Fashion
IT Agent,Falcons GT mOTORS,"Cairo, Egypt","Full Time, On-site",IT Agent | Experienced |  IT/Software Development |  Customer Support |  Information Technology (IT) |  Software
Marketing Associate,PEG,"New Nozha, Cairo, Egypt","Full Time, On-site",Marketing Associate | Experienced |  Marketing/PR/Advertising |  campaigns |  Marketing |  Advertising |  Marketing Campaigns |  sales skills |  Sales Target |  Social Media |  media |  SEO
IT Security Project Manager,Smart Technology Solutions,"New Damietta, Damietta, Egypt","Full Time, On-site",IT Security Project Manager | Entry Level |  IT/Software Development |  Project/Program Management |  Engineering - Telecom/Technology |  Communication skills |  Information Technology (IT) |  PMP |  Project Management |  PRINCE2
HSE Engineer,Nahdet Misr Publishing Group,"Giza, Egypt","Full Time, On-site",HSE Engineer | Experienced |  Installation/Maintenance/Repair |  Quality |  Engineering - Mechanical/Electrical |  Safety |  Engineering |  HSE |  Health |  Environmental Functions |  Industrial |  Health and Safety
Software Testing Engineer,MTSIT,"Maadi, Cairo, Egypt","Full Time, On-site",Software Testing Engineer | Experienced |  IT/Software Development |  Quality |  Computer Science |  Software Development |  Software |  SQL |  Agile |  Information Technology (IT) |  Software Engineering |  Testing
Internal Audit Associate,Cleopatra Hospitals Group,"Maadi, Cairo, Egypt","Full Time, On-site",Internal Audit Associate | Experienced |  Accounting/Finance |  Operations/Management |  Accounting |  Auditing |  Auditing standards |  CIA |  auditor |  Internal auditing |  Internal Control |  COSO
Performing Arts Teacher (FS1-Y8),Egypt Education Platform,"Rehab City, Cairo, Egypt","Full Time, On-site",Performing Arts Teacher (FS1-Y8) | Experienced |  Education/Teaching |  Arts |  Drama |  Education |  Teaching
Innovation Integrator,Egypt Education Platform,"Rehab City, Cairo, Egypt","Full Time, On-site",Innovation Integrator | Experienced |  IT/Software Development |  IT |  Information Technology (IT)
GRC Specialist,Smart Technology Solutions,"New Damietta, Damietta, Egypt","Full Time, On-site",GRC Specialist | Entry Level |  IT/Software Development |  Engineering - Telecom/Technology |  CISM |  CISSP |  CEH |  Compliance Management |  GRC |  CompTIA Security+ |  ISO 27001 |  NIST
Facilities Assistant Manager,Confidential,"Cairo, Egypt","Full Time, On-site",Facilities Assistant Manager | Experienced |  Administration |  Engineering - Construction/Civil/Architecture |  Operations/Management |  facilities |  assistant manager |  Maintenance |  Hospitality |  Management |  Engineering
Sales Development Representative (SDR),Confidential,"Alexandria, Egypt","Full Time, Remote",Sales Development Representative (SDR) | Entry Level |  Business Development |  Customer Service/Support |  Sales/Retail |  SDR |  Sales |  Communication |  Business Development |  Sales Target |  Development |  Research
Presales Security Engineer,Smart Technology Solutions,"New Damietta, Damietta, Egypt","Full Time, On-site",Presales Security Engineer | Entry Level |  IT/Software Development |  Sales/Retail |  Engineering - Telecom/Technology |  CCNP |  Azure |  ISO 27001 |  ISO |  Presales |  Security |  Security Solutions
EYFS & Primary Art Teacher,Egypt Education Platform,"Rehab City, Cairo, Egypt","Full Time, On-site",EYFS & Primary Art Teacher | Experienced |  Creative/Design/Art |  Art |  Communication skills |  Fine Arts |  Teaching
Pre Sales Engineer – Interactive flat panels,Digitec,"New Cairo, Cairo, Egypt","Full Time, On-site",Pre Sales Engineer – Interactive flat panels | Experienced |  Engineering - Telecom/Technology |  Engineering |  Sales |  electrical panels
Senior Network Engineer,Smart Technology Solutions,"New Damietta, Damietta, Egypt","Full Time, On-site",Senior Network Engineer | Experienced |  IT/Software Development |  Engineering - Telecom/Technology |  Engineering - Mechanical/Electrical |  LAN |  network |  Network Administration |  Security |  WAN |  Troubleshooting |  Networking
Sales Representative - Minya,Wadi Group,"Minya, Egypt","Full Time, On-site",Sales Representative - Minya | Entry Level |  Customer Service/Support |  Sales/Retail |  Sales |  Sales Skills |  Customer Service |  Sales Target |  feed sales |  Vet |  Experience |  Poultry
Quality Engineer,SE Wiring Systems EGYPT,"6th of October, Giza, Egypt","Full Time, On-site",Quality Engineer | Entry Level |  Manufacturing/Production |  Quality |  Engineering - Other |  Engineering |  quality |  Quality Assurance |  Quality Control |  Six Sigma |  Industrial Engineering
Sales Representative - Behira,Wadi Group,"Beheira, Egypt","Full Time, On-site",Sales Representative - Behira | Entry Level |  Customer Service/Support |  Manufacturing/Production |  Sales/Retail |  Indoor Sales |  Outdoor Sales |  Sales |  Sales Skills |  Sales Target |  Customer Service |  Arabic
Customer Support Representative,Talent Circuit,"6th of October, Giza, Egypt","Full Time, On-site",Customer Support Representative | Entry Level |  Customer Service/Support |  Customer Service |  Customer Care |  Skills |  Customer |  Communication |  Call Center |  c1 |  English |  Customer Support
Odoo Business Development Specialist,Confidential,"Heliopolis, Cairo, Egypt","Full Time, On-site",Odoo Business Development Specialist | Entry Level |  Business Development |  Business Development |  sales skills |  Sales Target |  Sales |  Software |  Oracle |  ERP Applications |  Administration |  CRM
Odoo Sales Manager,Confidential,"Nozha, Cairo, Egypt","Full Time, On-site",Odoo Sales Manager | Experienced |  Business Development |  Sales/Retail |  ERP |  Communication |  sales skills |  Oracle |  Sales |  Negotiation |  technical |  Cloud
Senior Cost Control Engineer (Hurghada),ACE Consulting Engineers  (Moharram  Bakhoum,"Red Sea, Egypt","Full Time, On-site",Senior Cost Control Engineer (Hurghada) | Experienced |  Engineering - Construction/Civil/Architecture |  Cost Control |  cost control engineer |  Engineering
Junior Planning Engineer (Hurghada),ACE Consulting Engineers  (Moharram  Bakhoum,"Hurghada, Red Sea, Egypt","Full Time, On-site",Junior Planning Engineer (Hurghada) | Entry Level |  Engineering - Construction/Civil/Architecture |  Architecture |  Civil |  Planning
Project Coordinator - Hurghada,ACE Consulting Engineers  (Moharram  Bakhoum,"Hurghada, Red Sea, Egypt","Full Time, On-site",Project Coordinator - Hurghada | Experienced |  Engineering - Construction/Civil/Architecture |  Engineering - Mechanical/Electrical |  Architecture |  Coordination |  Design |  Engineering |  Management |  Project Coordination |  Project Management
Structural Technical Office Engineer - Hurghada,ACE Consulting Engineers  (Moharram  Bakhoum,"Hurghada, Red Sea, Egypt","Full Time, On-site",Structural Technical Office Engineer - Hurghada | Experienced |  Engineering - Construction/Civil/Architecture |  Construction |  Civil Engineering |  Engineering |  shop drawing |  Software |  structural |  Technical Office
